Position(m)	Deflection(m)
51.98	-0.0368351
51.985	-0.0358851
51.99	-0.0355654
51.995	-0.036192
52	-0.0380806
52.005	-0.0399719
52.01	-0.0406052
52.015	-0.0402947
52.02	-0.0393544
52.025	-0.0380985
52.03	-0.0368412
52.035	-0.0358965
52.04	-0.0355785
52.045	-0.0362015
52.05	-0.0380796
52.055	-0.0399602
52.06	-0.04059
52.065	-0.0402813
52.07	-0.0393464
52.075	-0.0380976
52.08	-0.0368473
52.085	-0.035908
52.09	-0.0355918
52.095	-0.0362113
52.1	-0.0380786
52.105	-0.0399487
52.11	-0.0405749
52.115	-0.040268
52.12	-0.0393384
52.125	-0.0380968
52.13	-0.0368537
52.135	-0.0359197
52.14	-0.0356053
52.145	-0.0362212
52.15	-0.0380778
52.155	-0.0399372
52.16	-0.0405599
52.165	-0.0402548
52.17	-0.0393306
52.175	-0.0380962
52.18	-0.0368602
52.185	-0.0359315
52.19	-0.035619
52.195	-0.0362312
52.2	-0.0380772
52.205	-0.0399258
52.21	-0.0405449
52.215	-0.0402416
52.22	-0.0393229
52.225	-0.0380956
52.23	-0.0368669
52.235	-0.0359436
52.24	-0.0356328
52.245	-0.0362415
52.25	-0.0380766
52.255	-0.0399144
52.26	-0.04053
52.265	-0.0402286
52.27	-0.0393152
52.275	-0.0380952
52.28	-0.0368737
52.285	-0.0359558
52.29	-0.0356468
52.295	-0.0362519
52.3	-0.0380762
52.305	-0.0399032
52.31	-0.0405152
52.315	-0.0402155
52.32	-0.0393076
52.325	-0.0380949
52.33	-0.0368806
52.335	-0.0359682
52.34	-0.035661
52.345	-0.0362624
52.35	-0.0380758
52.355	-0.0398919
52.36	-0.0405003
52.365	-0.0402025
52.37	-0.0393001
52.375	-0.0380946
52.38	-0.0368876
52.385	-0.0359807
52.39	-0.0356753
52.395	-0.0362731
52.4	-0.0380755
52.405	-0.0398808
52.41	-0.0404855
52.415	-0.0401896
52.42	-0.0392927
52.425	-0.0380945
52.43	-0.0368948
52.435	-0.0359933
52.44	-0.0356897
52.445	-0.0362838
52.45	-0.0380754
52.455	-0.0398696
52.46	-0.0404708
52.465	-0.0401767
52.47	-0.0392853
52.475	-0.0380944
52.48	-0.0369021
52.485	-0.0360061
52.49	-0.0357043
52.495	-0.0362948
52.5	-0.0380753
52.505	-0.0398585
52.51	-0.040456
52.515	-0.0401638
52.52	-0.0392779
52.525	-0.0380944
52.53	-0.0369094
52.535	-0.0360189
52.54	-0.035719
52.545	-0.0363058
52.55	-0.0380752
52.555	-0.0398475
52.56	-0.0404413
52.565	-0.0401509
52.57	-0.0392706
52.575	-0.0380945
52.58	-0.0369169
52.585	-0.0360319
52.59	-0.0357339
52.595	-0.0363169
52.6	-0.0380753
52.605	-0.0398364
52.61	-0.0404265
52.615	-0.040138
52.62	-0.0392633
52.625	-0.0380946
52.63	-0.0369244
52.635	-0.036045
52.64	-0.0357488
52.645	-0.0363281
52.65	-0.0380753
52.655	-0.0398253
52.66	-0.0404118
52.665	-0.0401252
52.67	-0.039256
52.675	-0.0380948
52.68	-0.036932
52.685	-0.0360582
52.69	-0.0357639
52.695	-0.0363394
52.7	-0.0380755
52.705	-0.0398143
52.71	-0.040397
52.715	-0.0401123
52.72	-0.0392488
52.725	-0.038095
52.73	-0.0369397
52.735	-0.0360715
52.74	-0.035779
52.745	-0.0363508
52.75	-0.0380756
52.755	-0.0398032
52.76	-0.0403823
52.765	-0.0400994
52.77	-0.0392415
52.775	-0.0380953
52.78	-0.0369475
52.785	-0.0360849
52.79	-0.0357943
52.795	-0.0363623
52.8	-0.0380758
52.805	-0.0397922
52.81	-0.0403675
52.815	-0.0400865
52.82	-0.0392343
52.825	-0.0380956
52.83	-0.0369553
52.835	-0.0360984
52.84	-0.0358096
52.845	-0.0363739
52.85	-0.0380761
52.855	-0.0397811
52.86	-0.0403527
52.865	-0.0400736
52.87	-0.0392271
52.875	-0.0380959
52.88	-0.0369632
52.885	-0.0361119
52.89	-0.035825
52.895	-0.0363855
52.9	-0.0380764
52.905	-0.0397701
52.91	-0.0403378
52.915	-0.0400607
52.92	-0.0392198
52.925	-0.0380963
52.93	-0.0369712
52.935	-0.0361255
52.94	-0.0358405
52.945	-0.0363972
52.95	-0.0380766
52.955	-0.039759
52.96	-0.0403229
52.965	-0.0400477
52.97	-0.0392126
52.975	-0.0380967
52.98	-0.0369792
52.985	-0.0361392
52.99	-0.0358561
52.995	-0.036409
53	-0.038077
53.005	-0.0397478
53.01	-0.040308
53.015	-0.0400347
53.02	-0.0392053
53.025	-0.0380971
53.03	-0.0369872
53.035	-0.036153
53.04	-0.0358718
53.045	-0.0364208
53.05	-0.0380773
53.055	-0.0397367
53.06	-0.040293
53.065	-0.0400217
53.07	-0.0391981
53.075	-0.0380975
53.08	-0.0369953
53.085	-0.0361668
53.09	-0.0358875
53.095	-0.0364326
53.1	-0.0380776
53.105	-0.0397255
53.11	-0.040278
53.115	-0.0400086
53.12	-0.0391908
53.125	-0.0380979
53.13	-0.0370034
53.135	-0.0361807
53.14	-0.0359033
53.145	-0.0364446
53.15	-0.038078
53.155	-0.0397143
53.16	-0.040263
53.165	-0.0399955
53.17	-0.0391835
53.175	-0.0380983
53.18	-0.0370115
53.185	-0.0361947
53.19	-0.0359192
53.195	-0.0364565
53.2	-0.0380783
53.205	-0.039703
53.21	-0.0402478
53.215	-0.0399824
53.22	-0.0391761
53.225	-0.0380987
53.23	-0.0370197
53.235	-0.0362087
53.24	-0.0359351
53.245	-0.0364686
53.25	-0.0380787
53.255	-0.0396917
53.26	-0.0402327
53.265	-0.0399692
53.27	-0.0391688
53.275	-0.0380992
53.28	-0.0370279
53.285	-0.0362227
53.29	-0.0359511
53.295	-0.0364806
53.3	-0.038079
53.305	-0.0396804
53.31	-0.0402174
53.315	-0.0399559
53.32	-0.0391614
53.325	-0.0380996
53.33	-0.0370362
53.335	-0.0362368
53.34	-0.0359671
53.345	-0.0364927
53.35	-0.0380794
53.355	-0.039669
53.36	-0.0402022
53.365	-0.0399426
53.37	-0.039154
53.375	-0.0381
53.38	-0.0370445
53.385	-0.036251
53.39	-0.0359832
53.395	-0.0365049
53.4	-0.0380798
53.405	-0.0396576
53.41	-0.0401868
53.415	-0.0399292
53.42	-0.0391465
53.425	-0.0381005
53.43	-0.0370528
53.435	-0.0362651
53.44	-0.0359993
53.445	-0.0365171
53.45	-0.0380801
53.455	-0.0396461
53.46	-0.0401714
53.465	-0.0399158
53.47	-0.0391391
53.475	-0.0381009
53.48	-0.0370611
53.485	-0.0362794
53.49	-0.0360155
53.495	-0.0365293
53.5	-0.0380805
53.505	-0.0396346
53.51	-0.0401559
53.515	-0.0399023
53.52	-0.0391315
53.525	-0.0381013
53.53	-0.0370694
53.535	-0.0362937
53.54	-0.0360318
53.545	-0.0365416
53.55	-0.0380808
53.555	-0.039623
53.56	-0.0401404
53.565	-0.0398888
53.57	-0.039124
53.575	-0.0381017
53.58	-0.0370778
53.585	-0.036308
53.59	-0.0360481
53.595	-0.0365539
53.6	-0.0380811
53.605	-0.0396114
53.61	-0.0401248
53.615	-0.0398752
53.62	-0.0391164
53.625	-0.0381021
53.63	-0.0370862
53.635	-0.0363224
53.64	-0.0360645
53.645	-0.0365662
53.65	-0.0380814
53.655	-0.0395997
53.66	-0.0401091
53.665	-0.0398616
53.67	-0.0391088
53.675	-0.0381025
53.68	-0.0370946
53.685	-0.0363368
53.69	-0.0360809
53.695	-0.0365786
53.7	-0.0380817
53.705	-0.0395879
53.71	-0.0400934
53.715	-0.0398478
53.72	-0.0391011
53.725	-0.0381029
53.73	-0.037103
53.735	-0.0363512
53.74	-0.0360973
53.745	-0.036591
53.75	-0.038082
53.755	-0.0395761
53.76	-0.0400776
53.765	-0.0398341
53.77	-0.0390934
53.775	-0.0381033
53.78	-0.0371115
53.785	-0.0363657
53.79	-0.0361138
53.795	-0.0366034
53.8	-0.0380823
53.805	-0.0395643
53.81	-0.0400617
53.815	-0.0398202
53.82	-0.0390856
53.825	-0.0381036
53.83	-0.0371199
53.835	-0.0363803
53.84	-0.0361303
53.845	-0.0366159
53.85	-0.0380826
53.855	-0.0395524
53.86	-0.0400457
53.865	-0.0398063
53.87	-0.0390778
53.875	-0.038104
53.88	-0.0371284
53.885	-0.0363948
53.89	-0.0361469
53.895	-0.0366284
53.9	-0.0380829
53.905	-0.0395404
53.91	-0.0400297
53.915	-0.0397923
53.92	-0.03907
53.925	-0.0381043
53.93	-0.0371369
53.935	-0.0364094
53.94	-0.0361636
53.945	-0.0366409
53.95	-0.0380831
53.955	-0.0395284
53.96	-0.0400136
53.965	-0.0397783
53.97	-0.0390621
53.975	-0.0381046
53.98	-0.0371454
53.985	-0.0364241
53.99	-0.0361802
53.995	-0.0366535
54	-0.0380834
54.005	-0.0395163
54.01	-0.0399974
54.015	-0.0397642
54.02	-0.0390542
54.025	-0.0381049
54.03	-0.0371539
54.035	-0.0364388
54.04	-0.036197
54.045	-0.0366661
54.05	-0.0380836
54.055	-0.0395042
54.06	-0.0399812
54.065	-0.0397501
54.07	-0.0390462
54.075	-0.0381052
54.08	-0.0371625
54.085	-0.0364535
54.09	-0.0362137
54.095	-0.0366787
54.1	-0.0380838
54.105	-0.039492
54.11	-0.0399649
54.115	-0.0397358
54.12	-0.0390382
54.125	-0.0381055
54.13	-0.0371711
54.135	-0.0364683
54.14	-0.0362306
54.145	-0.0366913
54.15	-0.038084
54.155	-0.0394798
54.16	-0.0399485
54.165	-0.0397215
54.17	-0.0390302
54.175	-0.0381058
54.18	-0.0371796
54.185	-0.0364831
54.19	-0.0362474
54.195	-0.036704
54.2	-0.0380842
54.205	-0.0394675
54.21	-0.0399321
54.215	-0.0397072
54.22	-0.0390221
54.225	-0.038106
54.23	-0.0371882
54.235	-0.0364979
54.24	-0.0362643
54.245	-0.0367167
54.25	-0.0380844
54.255	-0.0394551
54.26	-0.0399155
54.265	-0.0396928
54.27	-0.039014
54.275	-0.0381063
54.28	-0.0371968
54.285	-0.0365128
54.29	-0.0362813
54.295	-0.0367295
54.3	-0.0380845
54.305	-0.0394427
54.31	-0.039899
54.315	-0.0396783
54.32	-0.0390058
54.325	-0.0381065
54.33	-0.0372055
54.335	-0.0365277
54.34	-0.0362983
54.345	-0.0367423
54.35	-0.0380847
54.355	-0.0394302
54.36	-0.0398823
54.365	-0.0396638
54.37	-0.0389976
54.375	-0.0381067
54.38	-0.0372141
54.385	-0.0365427
54.39	-0.0363154
54.395	-0.0367551
54.4	-0.0380848
54.405	-0.0394177
54.41	-0.0398656
54.415	-0.0396492
54.42	-0.0389894
54.425	-0.038107
54.43	-0.0372228
54.435	-0.0365577
54.44	-0.0363325
54.445	-0.0367679
54.45	-0.038085
54.455	-0.0394051
54.46	-0.0398488
54.465	-0.0396345
54.47	-0.0389811
54.475	-0.0381072
54.48	-0.0372315
54.485	-0.0365727
54.49	-0.0363496
54.495	-0.0367808
54.5	-0.0380851
54.505	-0.0393925
54.51	-0.0398319
54.515	-0.0396198
54.52	-0.0389727
54.525	-0.0381074
54.53	-0.0372402
54.535	-0.0365878
54.54	-0.0363668
54.545	-0.0367937
54.55	-0.0380852
54.555	-0.0393798
54.56	-0.0398149
54.565	-0.039605
54.57	-0.0389644
54.575	-0.0381075
54.58	-0.0372489
54.585	-0.036603
54.59	-0.0363841
54.595	-0.0368067
54.6	-0.0380853
54.605	-0.0393671
54.61	-0.0397979
54.615	-0.0395901
54.62	-0.038956
54.625	-0.0381077
54.63	-0.0372577
54.635	-0.0366181
54.64	-0.0364014
54.645	-0.0368197
54.65	-0.0380854
54.655	-0.0393543
54.66	-0.0397809
54.665	-0.0395752
54.67	-0.0389475
54.675	-0.0381079
54.68	-0.0372664
54.685	-0.0366333
54.69	-0.0364187
54.695	-0.0368327
54.7	-0.0380855
54.705	-0.0393414
54.71	-0.0397637
54.715	-0.0395603
54.72	-0.038939
54.725	-0.038108
54.73	-0.0372752
54.735	-0.0366486
54.74	-0.0364361
54.745	-0.0368458
54.75	-0.0380855
54.755	-0.0393285
54.76	-0.0397465
54.765	-0.0395452
54.77	-0.0389305
54.775	-0.0381082
54.78	-0.037284
54.785	-0.0366639
54.79	-0.0364536
54.795	-0.0368589
54.8	-0.0380856
54.805	-0.0393156
54.81	-0.0397292
54.815	-0.0395301
54.82	-0.0389219
54.825	-0.0381083
54.83	-0.0372929
54.835	-0.0366792
54.84	-0.0364711
54.845	-0.036872
54.85	-0.0380857
54.855	-0.0393026
54.86	-0.0397119
54.865	-0.039515
54.87	-0.0389134
54.875	-0.0381085
54.88	-0.0373017
54.885	-0.0366946
54.89	-0.0364886
54.895	-0.0368852
54.9	-0.0380857
54.905	-0.0392895
54.91	-0.0396945
54.915	-0.0394998
54.92	-0.0389047
54.925	-0.0381086
54.93	-0.0373106
54.935	-0.0367101
54.94	-0.0365062
54.945	-0.0368984
54.95	-0.0380858
54.955	-0.0392764
54.96	-0.039677
54.965	-0.0394845
54.97	-0.0388961
54.975	-0.0381087
54.98	-0.0373195
54.985	-0.0367256
54.99	-0.0365239
54.995	-0.0369116
55	-0.0380858
55.005	-0.0392633
55.01	-0.0396594
55.015	-0.0394692
55.02	-0.0388873
55.025	-0.0381088
55.03	-0.0373284
55.035	-0.0367411
55.04	-0.0365416
55.045	-0.0369249
55.05	-0.0380858
55.055	-0.0392501
55.06	-0.0396418
55.065	-0.0394538
55.07	-0.0388786
55.075	-0.0381089
55.08	-0.0373374
55.085	-0.0367567
55.09	-0.0365594
55.095	-0.0369382
55.1	-0.0380859
55.105	-0.0392368
55.11	-0.0396242
55.115	-0.0394384
55.12	-0.0388698
55.125	-0.038109
55.13	-0.0373464
55.135	-0.0367723
55.14	-0.0365772
55.145	-0.0369516
55.15	-0.0380859
55.155	-0.0392235
55.16	-0.0396064
55.165	-0.0394229
55.17	-0.038861
55.175	-0.0381091
55.18	-0.0373554
55.185	-0.036788
55.19	-0.0365951
55.195	-0.036965
55.2	-0.0380859
55.205	-0.0392101
55.21	-0.0395886
55.215	-0.0394073
55.22	-0.0388522
55.225	-0.0381092
55.23	-0.0373644
55.235	-0.0368037
55.24	-0.036613
55.245	-0.0369785
55.25	-0.0380859
55.255	-0.0391967
55.26	-0.0395707
55.265	-0.0393917
55.27	-0.0388433
55.275	-0.0381093
55.28	-0.0373734
55.285	-0.0368194
55.29	-0.036631
55.295	-0.036992
55.3	-0.0380859
55.305	-0.0391833
55.31	-0.0395528
55.315	-0.039376
55.32	-0.0388344
55.325	-0.0381094
55.33	-0.0373825
55.335	-0.0368353
55.34	-0.0366491
55.345	-0.0370055
55.35	-0.0380859
55.355	-0.0391698
55.36	-0.0395348
55.365	-0.0393603
55.37	-0.0388254
55.375	-0.0381095
55.38	-0.0373916
55.385	-0.0368511
55.39	-0.0366672
55.395	-0.0370191
55.4	-0.0380859
55.405	-0.0391562
55.41	-0.0395168
55.415	-0.0393445
55.42	-0.0388165
55.425	-0.0381096
55.43	-0.0374008
55.435	-0.036867
55.44	-0.0366854
55.445	-0.0370327
55.45	-0.0380859
55.455	-0.0391426
55.46	-0.0394986
55.465	-0.0393287
55.47	-0.0388075
55.475	-0.0381096
55.48	-0.0374099
55.485	-0.036883
55.49	-0.0367036
55.495	-0.0370463
55.5	-0.0380859
55.505	-0.039129
55.51	-0.0394805
55.515	-0.0393128
55.52	-0.0387984
55.525	-0.0381097
55.53	-0.0374191
55.535	-0.036899
55.54	-0.0367219
55.545	-0.03706
55.55	-0.0380859
55.555	-0.0391153
55.56	-0.0394622
55.565	-0.0392969
55.57	-0.0387893
55.575	-0.0381098
55.58	-0.0374283
55.585	-0.0369151
55.59	-0.0367402
55.595	-0.0370738
55.6	-0.0380859
55.605	-0.0391015
55.61	-0.0394439
55.615	-0.0392809
55.62	-0.0387802
55.625	-0.0381099
55.63	-0.0374376
55.635	-0.0369312
55.64	-0.0367586
55.645	-0.0370875
55.65	-0.0380859
55.655	-0.0390877
55.66	-0.0394255
55.665	-0.0392648
55.67	-0.0387711
55.675	-0.0381099
55.68	-0.0374468
55.685	-0.0369474
55.69	-0.036777
55.695	-0.0371014
55.7	-0.0380859
55.705	-0.0390739
55.71	-0.0394071
55.715	-0.0392487
55.72	-0.0387619
55.725	-0.03811
55.73	-0.0374561
55.735	-0.0369636
55.74	-0.0367955
55.745	-0.0371152
55.75	-0.0380859
55.755	-0.03906
55.76	-0.0393886
55.765	-0.0392325
55.77	-0.0387527
55.775	-0.0381101
55.78	-0.0374655
55.785	-0.0369799
55.79	-0.0368141
55.795	-0.0371292
55.8	-0.0380859
55.805	-0.0390461
55.81	-0.0393701
55.815	-0.0392163
55.82	-0.0387435
55.825	-0.0381101
55.83	-0.0374748
55.835	-0.0369962
55.84	-0.0368328
55.845	-0.0371431
55.85	-0.0380859
55.855	-0.0390321
55.86	-0.0393514
55.865	-0.0392001
55.87	-0.0387342
55.875	-0.0381102
55.88	-0.0374842
55.885	-0.0370126
55.89	-0.0368514
55.895	-0.0371571
55.9	-0.0380859
55.905	-0.0390181
55.91	-0.0393328
55.915	-0.0391837
55.92	-0.0387249
55.925	-0.0381103
55.93	-0.0374936
55.935	-0.037029
55.94	-0.0368702
55.945	-0.0371712
55.95	-0.0380858
55.955	-0.039004
55.96	-0.039314
55.965	-0.0391674
55.97	-0.0387156
55.975	-0.0381103
55.98	-0.0375031
55.985	-0.0370455
55.99	-0.036889
55.995	-0.0371853
56	-0.0380858
56.005	-0.0389899
56.01	-0.0392952
56.015	-0.0391509
56.02	-0.0387062
56.025	-0.0381104
56.03	-0.0375126
56.035	-0.037062
56.04	-0.0369079
56.045	-0.0371994
56.05	-0.0380858
56.055	-0.0389758
56.06	-0.0392764
56.065	-0.0391344
56.07	-0.0386969
56.075	-0.0381105
56.08	-0.0375221
56.085	-0.0370786
56.09	-0.0369268
56.095	-0.0372136
56.1	-0.0380858
56.105	-0.0389616
56.11	-0.0392574
56.115	-0.0391179
56.12	-0.0386874
56.125	-0.0381105
56.13	-0.0375316
56.135	-0.0370952
56.14	-0.0369458
56.145	-0.0372278
56.15	-0.0380858
56.155	-0.0389473
56.16	-0.0392385
56.165	-0.0391013
56.17	-0.038678
56.175	-0.0381106
56.18	-0.0375412
56.185	-0.0371119
56.19	-0.0369648
56.195	-0.0372421
56.2	-0.0380858
56.205	-0.038933
56.21	-0.0392194
56.215	-0.0390847
56.22	-0.0386685
56.225	-0.0381106
56.23	-0.0375508
56.235	-0.0371287
56.24	-0.036984
56.245	-0.0372564
56.25	-0.0380858
56.255	-0.0389187
56.26	-0.0392003
56.265	-0.039068
56.27	-0.038659
56.275	-0.0381107
56.28	-0.0375604
56.285	-0.0371455
56.29	-0.0370031
56.295	-0.0372708
56.3	-0.0380857
56.305	-0.0389043
56.31	-0.0391811
56.315	-0.0390512
56.32	-0.0386495
56.325	-0.0381108
56.33	-0.0375701
56.335	-0.0371623
56.34	-0.0370224
56.345	-0.0372852
56.35	-0.0380857
56.355	-0.0388899
56.36	-0.0391619
56.365	-0.0390344
56.37	-0.0386399
56.375	-0.0381108
56.38	-0.0375798
56.385	-0.0371792
56.39	-0.0370417
56.395	-0.0372997
56.4	-0.0380857
56.405	-0.0388754
56.41	-0.0391426
56.415	-0.0390176
56.42	-0.0386303
56.425	-0.0381109
56.43	-0.0375895
56.435	-0.0371962
56.44	-0.037061
56.445	-0.0373142
56.45	-0.0380857
56.455	-0.0388609
56.46	-0.0391233
56.465	-0.0390007
56.47	-0.0386207
56.475	-0.038111
56.48	-0.0375992
56.485	-0.0372132
56.49	-0.0370804
56.495	-0.0373287
56.5	-0.0380857
56.505	-0.0388463
56.51	-0.0391039
56.515	-0.0389837
56.52	-0.038611
56.525	-0.038111
56.53	-0.037609
56.535	-0.0372302
56.54	-0.0370999
56.545	-0.0373433
56.55	-0.0380857
56.555	-0.0388317
56.56	-0.0390844
56.565	-0.0389667
56.57	-0.0386013
56.575	-0.0381111
56.58	-0.0376188
56.585	-0.0372474
56.59	-0.0371195
56.595	-0.037358
56.6	-0.0380857
56.605	-0.038817
56.61	-0.0390649
56.615	-0.0389496
56.62	-0.0385916
56.625	-0.0381112
56.63	-0.0376287
56.635	-0.0372645
56.64	-0.0371391
56.645	-0.0373727
56.65	-0.0380856
56.655	-0.0388023
56.66	-0.0390453
56.665	-0.0389325
56.67	-0.0385818
56.675	-0.0381112
56.68	-0.0376386
56.685	-0.0372818
56.69	-0.0371587
56.695	-0.0373874
56.7	-0.0380856
56.705	-0.0387876
56.71	-0.0390256
56.715	-0.0389153
56.72	-0.0385721
56.725	-0.0381113
56.73	-0.0376485
56.735	-0.037299
56.74	-0.0371785
56.745	-0.0374022
56.75	-0.0380856
56.755	-0.0387728
56.76	-0.0390059
56.765	-0.0388981
56.77	-0.0385623
56.775	-0.0381114
56.78	-0.0376584
56.785	-0.0373164
56.79	-0.0371983
56.795	-0.037417
56.8	-0.0380856
56.805	-0.0387579
56.81	-0.0389862
56.815	-0.0388808
56.82	-0.0385524
56.825	-0.0381114
56.83	-0.0376684
56.835	-0.0373338
56.84	-0.0372181
56.845	-0.0374319
56.85	-0.0380856
56.855	-0.038743
56.86	-0.0389663
56.865	-0.0388635
56.87	-0.0385425
56.875	-0.0381115
56.88	-0.0376784
56.885	-0.0373512
56.89	-0.037238
56.895	-0.0374468
56.9	-0.0380856
56.905	-0.0387281
56.91	-0.0389464
56.915	-0.0388461
56.92	-0.0385326
56.925	-0.0381116
56.93	-0.0376884
56.935	-0.0373687
56.94	-0.037258
56.945	-0.0374618
56.95	-0.0380856
56.955	-0.0387131
56.96	-0.0389265
56.965	-0.0388287
56.97	-0.0385227
56.975	-0.0381116
56.98	-0.0376985
56.985	-0.0373863
56.99	-0.037278
56.995	-0.0374768
57	-0.0380856
57.005	-0.0386981
57.01	-0.0389065
57.015	-0.0388112
57.02	-0.0385128
57.025	-0.0381117
57.03	-0.0377086
57.035	-0.0374039
57.04	-0.0372981
57.045	-0.0374918
57.05	-0.0380856
57.055	-0.038683
57.06	-0.0388864
57.065	-0.0387936
57.07	-0.0385028
57.075	-0.0381118
57.08	-0.0377187
57.085	-0.0374215
57.09	-0.0373183
57.095	-0.037507
57.1	-0.0380855
57.105	-0.0386679
57.11	-0.0388663
57.115	-0.038776
57.12	-0.0384927
57.125	-0.0381119
57.13	-0.0377289
57.135	-0.0374393
57.14	-0.0373385
57.145	-0.0375221
57.15	-0.0380855
57.155	-0.0386528
57.16	-0.0388461
57.165	-0.0387584
57.17	-0.0384827
57.175	-0.0381119
57.18	-0.0377391
57.185	-0.037457
57.19	-0.0373588
57.195	-0.0375373
57.2	-0.0380855
57.205	-0.0386376
57.21	-0.0388258
57.215	-0.0387407
57.22	-0.0384726
57.225	-0.038112
57.23	-0.0377493
57.235	-0.0374749
57.24	-0.0373791
57.245	-0.0375526
57.25	-0.0380855
57.255	-0.0386223
57.26	-0.0388055
57.265	-0.0387229
57.27	-0.0384625
57.275	-0.0381121
57.28	-0.0377595
57.285	-0.0374927
57.29	-0.0373996
57.295	-0.0375679
57.3	-0.0380855
57.305	-0.038607
57.31	-0.0387851
57.315	-0.0387051
57.32	-0.0384524
57.325	-0.0381122
57.33	-0.0377698
57.335	-0.0375107
57.34	-0.03742
57.345	-0.0375832
57.35	-0.0380855
57.355	-0.0385917
57.36	-0.0387647
57.365	-0.0386872
57.37	-0.0384422
57.375	-0.0381122
57.38	-0.0377801
57.385	-0.0375287
57.39	-0.0374406
57.395	-0.0375986
57.4	-0.0380855
57.405	-0.0385763
57.41	-0.0387442
57.415	-0.0386693
57.42	-0.038432
57.425	-0.0381123
57.43	-0.0377905
57.435	-0.0375467
57.44	-0.0374612
57.445	-0.037614
57.45	-0.0380855
57.455	-0.0385608
57.46	-0.0387236
57.465	-0.0386514
57.47	-0.0384218
57.475	-0.0381124
57.48	-0.0378009
57.485	-0.0375648
57.49	-0.0374818
57.495	-0.0376295
57.5	-0.0380855
57.505	-0.0385454
57.51	-0.038703
57.515	-0.0386333
57.52	-0.0384115
57.525	-0.0381125
57.53	-0.0378113
57.535	-0.037583
57.54	-0.0375025
57.545	-0.0376451
57.55	-0.0380855
57.555	-0.0385298
57.56	-0.0386823
57.565	-0.0386152
57.57	-0.0384012
57.575	-0.0381125
57.58	-0.0378217
57.585	-0.0376012
57.59	-0.0375233
57.595	-0.0376606
57.6	-0.0380855
57.605	-0.0385143
57.61	-0.0386615
57.615	-0.0385971
57.62	-0.0383909
57.625	-0.0381126
57.63	-0.0378322
57.635	-0.0376194
57.64	-0.0375442
57.645	-0.0376763
57.65	-0.0380855
57.655	-0.0384986
57.66	-0.0386407
57.665	-0.0385789
57.67	-0.0383805
57.675	-0.0381127
57.68	-0.0378427
57.685	-0.0376378
57.69	-0.0375651
57.695	-0.0376919
57.7	-0.0380855
57.705	-0.038483
57.71	-0.0386198
57.715	-0.0385607
57.72	-0.0383701
57.725	-0.0381128
57.73	-0.0378532
57.735	-0.0376561
57.74	-0.0375861
57.745	-0.0377076
57.75	-0.0380855
57.755	-0.0384673
57.76	-0.0385989
57.765	-0.0385424
57.77	-0.0383597
57.775	-0.0381129
57.78	-0.0378638
57.785	-0.0376746
57.79	-0.0376071
57.795	-0.0377234
57.8	-0.0380855
57.805	-0.0384515
57.81	-0.0385779
57.815	-0.038524
57.82	-0.0383493
57.825	-0.0381129
57.83	-0.0378744
57.835	-0.037693
57.84	-0.0376282
57.845	-0.0377392
57.85	-0.0380855
57.855	-0.0384357
57.86	-0.0385568
57.865	-0.0385056
57.87	-0.0383388
57.875	-0.038113
57.88	-0.037885
57.885	-0.0377116
57.89	-0.0376494
57.895	-0.0377551
57.9	-0.0380855
57.905	-0.0384198
57.91	-0.0385357
57.915	-0.0384872
57.92	-0.0383283
57.925	-0.0381131
57.93	-0.0378957
57.935	-0.0377302
57.94	-0.0376706
57.945	-0.037771
57.95	-0.0380855
57.955	-0.0384039
57.96	-0.0385145
57.965	-0.0384687
57.97	-0.0383177
57.975	-0.0381132
57.98	-0.0379064
57.985	-0.0377488
57.99	-0.0376919
57.995	-0.0377869
58	-0.0380855
58.005	-0.038388
58.01	-0.0384933
58.015	-0.0384501
58.02	-0.0383072
58.025	-0.0381133
58.03	-0.0379171
58.035	-0.0377675
58.04	-0.0377132
58.045	-0.0378029
58.05	-0.0380855
58.055	-0.038372
58.06	-0.038472
58.065	-0.0384315
58.07	-0.0382966
58.075	-0.0381133
58.08	-0.0379279
58.085	-0.0377863
58.09	-0.0377346
58.095	-0.037819
58.1	-0.0380855
58.105	-0.038356
58.11	-0.0384506
58.115	-0.0384128
58.12	-0.0382859
58.125	-0.0381134
58.13	-0.0379387
58.135	-0.0378051
58.14	-0.0377561
58.145	-0.0378351
58.15	-0.0380855
58.155	-0.0383399
58.16	-0.0384292
58.165	-0.0383941
58.17	-0.0382753
58.175	-0.0381135
58.18	-0.0379495
58.185	-0.037824
58.19	-0.0377776
58.195	-0.0378512
58.2	-0.0380855
58.205	-0.0383238
58.21	-0.0384077
58.215	-0.0383753
58.22	-0.0382646
58.225	-0.0381136
58.23	-0.0379603
58.235	-0.0378429
58.24	-0.0377992
58.245	-0.0378674
58.25	-0.0380855
58.255	-0.0383076
58.26	-0.0383861
58.265	-0.0383564
58.27	-0.0382538
58.275	-0.0381137
58.28	-0.0379712
58.285	-0.0378619
58.29	-0.0378209
58.295	-0.0378837
58.3	-0.0380855
58.305	-0.0382913
58.31	-0.0383645
58.315	-0.0383375
58.32	-0.0382431
58.325	-0.0381137
58.33	-0.0379821
58.335	-0.0378809
58.34	-0.0378426
58.345	-0.0378999
58.35	-0.0380855
58.355	-0.0382751
58.36	-0.0383428
58.365	-0.0383186
58.37	-0.0382323
58.375	-0.0381138
58.38	-0.0379931
58.385	-0.0379
58.39	-0.0378644
